code,raw linkers,Linker 1,Linker 2,Linker 3,Linker 4,Linker 5,Linker 6,Linker 7,Linker 8,metals,solvents
AGOMOZ,"catena-((mu!2$-1,4-bis(imidazol-1-ylmethyl)benzene-N,N')-(mu!2$-hydrogen imidazole-4,5-dicarboxylato-N,N',O)-cadmium(ii))","1,4-bis(imidazol-1-ylmethyl)benzene-N,N'",hydrogen,,,,,,,cadmium,"[""imidazole-4,5-dicarboxylato-N,N',O)-cadmium(ii))""]"
AGOVID,"catena-(tris(mu!4$-Biphenyl-4,4'-dicarboxylato)-hexakis(mu!3$-4-(pyridin-4-yl)benzoato)-bis(mu!3$-oxo)-hexa-indium dinitrate)","Biphenyl-4,4'-dicarboxylate",4-(pyridin-4-yl)benzoate,oxo,,,,,,potassium,['dinitrate)']
AGOXAL,catena((mu!6$-Oxalato)-di-silver),Oxalate,,,,,,,,dysprosium,[]
AGOXAL02,catena((mu!6$-Oxalato)-di-silver),Oxalate,,,,,,,,cobalt,[]
AGOYUS,"catena-[(mu!3$-Thiophene-2,5-dicarboxylato)-(mu!2$-4,4'-bipyridine)-zinc(ii)]","Thiophene-2,5-dicarboxylate","4,4'-bipyridine",,,,,,,lithium,[]
AGOZAY,"catena-(bis(mu!4$-Naphthalene-1,4-dicarboxylato)-(mu!2$-aqua)-(mu!2$-1,1'-(butane-1,4-diyl)diimidazole)-di-manganese(ii))","Naphthalene-1,4-dicarboxylate",aqua,"1,1'-(butane-1,4-diyl)diimidazole",,,,,,nickel,[]
AGSLFA,"catena-((mu!6$-Ethane-1,2-disulfonato)-di-silver(i))","Ethane-1,2-disulfonate",,,,,,,,lanthanum,[]
AGULAQ,catena-((mu!5$-3-Carboxy-1-((carboxy-O)methyl)-5-oxopyridiniumato)-aqua-manganese monohydrate),3-Carboxy-1-((carboxy-O)methyl)-5-oxopyridiniumat,,,,,,,,silver,['monohydrate)']
AGUQOJ01,"catena-[bis(mu-benzene-1,3,5-tricarboxylato)-bis(mu-1,1'-([1,1'-biphenyl]-4,4'-diyl)di(1H-imidazole))-bis(aqua)-tri-nickel(ii) trihydrate]","benzene-1,3,5-tricarboxylate","1,1'-([1,1'-biphenyl]-4,4'-diyl)di(1H-imidazole))-bis(aqu",,,,,,,gallium,['trihydrate]']
AGUWUV,"catena-((mu!4$-Benzene-1,2,4,5-tetracarboxylato)-bis(mu!3$-2-(1H-tetrazol-5-yl)pyrazine)-tetra-aqua-tri-nickel(ii) hydrate)","Benzene-1,2,4,5-tetracarboxylate",2-(1H-tetrazol-5-yl)pyrazine,,,,,,,calcium,['hydrate)']
AGUXIL,"catena-(bis(mu!3$-5-Chloro-6-oxo-1,6-dihydropyridine-3-carboxylato)-(mu!3$-oxalato)-(mu!2$-oxalato)-aqua-di-dysprosium dihydrate)","5-Chloro-6-oxo-1,6-dihydropyridine-3-carboxylate",oxalate,oxalate,,,,,,terbium,['dihydrate)']
AHADUJ,"catena-((mu!4$-Butane-1,2,3,4-tetracarboxylato)-bis(mu!2$-1,2-bis(imidazol-1-ylmethyl)benzene)-di-cobalt(ii) octahydrate)","Butane-1,2,3,4-tetracarboxylate","1,2-bis(imidazol-1-ylmethyl)benzene",,,,,,,copper,['octahydrate)']
AHAJUP,"catena-(tetrakis(mu!2$-Chloro)-bis(mu!2$-bis(imidazol-1-yl)methane-N,N')-di-cadmium)",Chloro,"bis(imidazol-1-yl)methane-N,N'",,,,,,,manganese,[]
AHAKEA,"catena-((mu!4$-4-Oxypyridine-2,6-dicarboxylato)-triaqua-cerium(iii))","4-Oxypyridine-2,6-dicarboxylate",,,,,,,,manganese,[]
AHALEB01,"catena-((mu!4$-4-oxidopyridine-2,6-dicarboxylato)-triaqua-lanthanum)","4-oxidopyridine-2,6-dicarboxylate",,,,,,,,iron,[]
AHALEB02,"catena-((mu!4$-4-Oxypyridine-2,6-dicarboxylato)-triaqua-lanthanum(iii))","4-Oxypyridine-2,6-dicarboxylate",,,,,,,,indium,[]
AHAMAY,catena-(Ethylenediammonium tetrakis(mu!5$-2-hydroxyphosphonoacetato)-bis(mu!4$-2-hydroxyphosphonoacetato)-bis(mu!3$-hydrogen 2-hydroxyphosphonoacetato)-tetra-aqua-deca-zinc hexahydrate),2-hydroxyphosphonoacetate,2-hydroxyphosphonoacetate,hydrogen,,,,,,silver,"['2-hydroxyphosphonoacetato)-tetra-aqua-deca-zinc', 'hexahydrate)']"
AHAMAZ,"catena-[hexakis(mu!3$-4,5-Dicyanoimidazolyl)-hexakis(mu!2$-4,5-dicyanoimidazolyl)-dodeca-aqua-hexa-cadmium-potassium bromide]","4,5-Dicyanoimidazolyl","4,5-dicyanoimidazolyl",,,,,,,silver,['bromide]']
AHEBAS,catena-[bis(mu!6$-5-((2-carboxylatopyrrolidin-1-yl)carbonyl)isophthalato)-aqua-bis(pyridine)-tri-copper tetrahydrofuran unknown solvate hydrate],5-((2-carboxylatepyrrolidin-1-yl)carbonyl)isophthalate)-aqua-bis(pyridin,,,,,,,,zinc,"['tetrahydrofuran', 'unknown', 'solvate', 'hydrate]']"
AHEFAU,"catena-((mu!4$-Benzene-1,4-dicarboxylato-2,5-dicarboxylic acid)-(mu!2$-hydroxo)-iron(iii) monohydrate clathrate)","Benzene-1,4-dicarboxylate-2,5-dicarboxylic",,,,,,,,manganese,"['acid)-(mu!-hydroxo)-iron(iii)', 'monohydrate', 'clathrate)']"
AHEFAU01,"catena-((mu!4$-Benzene-1,4-dicarboxylato-2,5-dicarboxylic acid)-(mu!2$-hydroxo)-iron(iii) hydrate clathrate)","Benzene-1,4-dicarboxylate-2,5-dicarboxylic",,,,,,,,silver,"['acid)-(mu!-hydroxo)-iron(iii)', 'hydrate', 'clathrate)']"
AHEFAW,"catena-[bis(mu-cyclobutane-1,1-dicarboxylato)-(mu-4,4'-ethane-1,2-diyldipyridine)-diaqua-di-manganese]","cyclobutane-1,1-dicarboxylate","4,4'-ethane-1,2-diyldipyridine",,,,,,,manganese,[]
AHEMEG,"catena-(tetrakis(mu!2$-Isonicotinato-N,O)-bis(mu!2$-hydroxo)-tri-copper(ii))","Isonicoate-N,O",hydroxo,,,,,,,nickel,[]
AHEMOQ,"catena-((mu!8$-Naphthalene-2,6-dicarboxylato)-di-lithium)","Naphthalene-2,6-dicarboxylate",,,,,,,,nickel,[]
AHEQAH,"catena-[(mu-4,4',4''-(benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoato)-diaqua-holmium N,N-dimethylformamide unknown solvate dihydrate]","4,4',4''-(benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate",,,,,,,,dysprosium,"['N,N-dimethylformamide', 'unknown', 'solvate', 'dihydrate]']"
AHESOY,"catena-((mu-1,1'-(butane-1,4-diyl)bis(3-methyl-1,3-dihydro-2H-imidazole-2-thione))-silver tetraoxo-chromium(vi))","1,1'-(butane-1,4-diyl)bis(3-methyl-1,3-dihydro-2H-imidazole-2-thione)",,,,,,,,cobalt,['tetraoxo-chromium(vi))']
AHIHIL,"catena-[tetrakis(mu-azido)-tetrakis(mu-3,5-diamino-1,2,4-triazolato)-tetra-cadmium(ii)]",azido,"3,5-diamino-1,2,4-triazolate",,,,,,,cadmium,[]
AHIJOQ,catena-[(mu!6$-Tartrato)-lead(ii)],Tartrate,,,,,,,,cerium,[]
AHIJOQ01,catena-[(mu-Tartrato)-lead(ii)],Tartrate,,,,,,,,lanthanum,[]
AHIKOT,"catena-[(mu!3$-4,4'-oxydibenzoato)-(mu!2$-4,4'-(1,4-phenylenediethene-2,1-diyl)dipyridine)-cobalt N,N-dimethylformamide solvate hydrate]","4,4'-oxydibenzoate","4,4'-(1,4-phenylenediethene-2,1-diyl)dipyridine",,,,,,,lanthanum,"['N,N-dimethylformamide', 'solvate', 'hydrate]']"
AHISUI,catena-(tris(mu-isophthalato)-tetra-aqua-di-praseodymium dimethylformamide solvate monohydrate),isophthalate,,,,,,,,potassium,"['dimethylformamide', 'solvate', 'monohydrate)']"
AHIZOH,"catena-((mu!4$-3,5-Diaminobenzoato-N,N',O,O')-(mu!2$-azido-N,N'')-manganese(ii))","3,5-Diaminobenzoate-N,N',O,O'","azido-N,N''",,,,,,,cadmium,[]
AHIZOI,"catena-[(mu-4-carboxy[1,1'-biphenyl]-2,3',5',6-tetracarboxylato)-aqua-bis(2,2'-bipyridine)-di-cobalt]","4-carboxy[1,1'-biphenyl]-2,3',5',6-tetracarboxylate)-aqua-bis(2,2'-bipyridin",,,,,,,,copper,[]
AHOKIR01,"catena-((mu!8$-1,4-Butylene-diphosphonato)-bis(mu!2$-aqua)-di-copper(ii) monohydrate)","1,4-Butylene-diphosphonate",aqua,,,,,,,manganese,['monohydrate)']
AHOMEQ,catena-((mu!8$-Acetylenedicarboxylato)-(mu!6$-oxalato)-tetra-thallium(i)),Acetylenedicarboxylate,oxalate,,,,,,,copper,[]
AHONEQ,"catena-((mu!3$-Isophthalato-O,O',O'',O''')-(mu!2$-acetato-O,O,O')-diaqua-europium(iii) monohydrate)","Isophthalate-O,O',O'',O'''","acetate-O,O,O'",,,,,,,tin,['monohydrate)']
AHOROF,"catena-((mu!3$-phthalato-O,O,O')-(mu!2$-dipyridin-4-ylmethanone-N,N')-copper(ii) methanol solvate)","phthalate-O,O,O'","dipyridin-4-ylmethanone-N,N'",,,,,,,lithium,"['methanol', 'solvate)']"
AHOSEV,"catena-(bis(mu!3$-eta$4!-Benzoquinone-O,O')-hexacarbonyl-tri-manganese(ii))","et4-Benzoquinone-O,O'",,,,,,,,holmium,[]
AHOXUT,"catena-[bis(mu-propane-1,2,3-tricarboxylato)-tetraoxo-tetra-aqua-barium(ii)-di-uranium(vi)]","propane-1,2,3-tricarboxylate)-tetraoxo-tetra-aqua-(i",,,,,,,,silver,[]
AHUBIO,"catena-(bis(mu!3$-2,4-Dinitrophenoxo)-lead(ii))","2,4-Dinitrophenoxo",,,,,,,,cadmium,[]
AHUDEP,catena-[tetrakis(mu-pyridine-3-carboxylato)-bis(mu-oxo)-tetrakis(mu-iodo)-octa-n-butyl-tetra-copper(i)-tetra-tin(iv)],pyridine-3-carboxylate,oxo,iodo)-octa-n-butyl-tetra-(,,,,,,lead,[]
AHUJEV,"catena-((mu-2,2',5,5'-tetrafluoro-3,3',6,6'-tetrakis(methylsulfanyl)[1,1'-biphenyl]-4,4'-dicarboxylato)-aqua-lead unknown solvate)","2,2',5,5'-tetrafluoro-3,3',6,6'-tetrakis",,,,,,,,lead,"['unknown', 'solvate)']"
AHUTIH01,catena-[bis(mu!4$-Tartrato)-(mu!2$-oxalato)-diaqua-di-lanthanum tetrahydrate],Tartrate,oxalate,,,,,,,cobalt,['tetrahydrate]']
AJABAR,"catena-(bis(mu-4,4'-diazenediyldipyridine)-bis(mu-thiophene-2,5-dicarboxylato)-di-zinc dimethylformamide solvate)","4,4'-diazenediyldipyridine","thiophene-2,5-dicarboxylate",,,,,,,praseodymium,"['dimethylformamide', 'solvate)']"
AJABIX,"catena-[(mu!3$-3,5-Diethyl-1,2,4-triazolato)-copper acetylene clathrate]","3,5-Diethyl-1,2,4-triazolate",,,,,,,,manganese,"['acetylene', 'clathrate]']"
AJACEW,"catena-(pentakis(mu-1,1'-(butane-1,4-diyl)bis(1H-imidazole))-di-copper(ii) tetrakis(bis(trifluoromethanesulfonyl)amide))","1,1'-(butane-1,4-diyl)bis(1H-imidazole)",,,,,,,,cobalt,['tetrakis(bis(trifluoromethanesulfonyl)amide))']
AJAKON,"catena-[(mu-4,4',4''-nitrilotribenzoato)-penta-cadmium N,N-dimethylacetamide  solvate hexadecahydrate]","4,4',4''-nitrilotribenzoate",,,,,,,,copper,"['N,N-dimethylacetamide', '', 'solvate', 'hexadecahydrate]']"
AJALUU,"catena-[bis(mu!3$-4,3':5',4''-terpyridine)-tris(mu!2$-terephthalato)-hexa-aqua-tri-cobalt]","4,3':5',4''-terpyridine",terephthalate,,,,,,,thallium,[]
AJAYIT,catena-(hexakis(mu!3$-Iminodiacetato)-tri-copper(ii)-di-erbium(iii) heptahydrate),Iminodiacetate)-tri-(i,,,,,,,,europium,['heptahydrate)']
AJAZET,"catena-[(mu-2,5-dioxido-1,4-benzenedicarboxylato)-bis(carbon dioxide)-di-zinc carbon dioxide]","2,5-dioxido-1,4-benzenedicarboxylate",,,,,,,,copper,"['dioxide)-di-zinc', 'carbon', 'dioxide]']"
AJECIE,"catena-[(mu-2,5-dioxidobenzene-1,4-dicarboxylato)-bis(iodomethanne)-di-cobalt (mu-2,5-dioxidobenzene-1,4-dicarboxylato)-diaqua-di-cobalt iodomethane unknown solvate]","2,5-dioxidobenzene-1,4-dicarboxylate)-bis(iodomethann","2,5-dioxidobenzene-1,4-dicarboxylate",,,,,,,manganese,"['iodomethane', 'unknown', 'solvate]']"
AJEKIL,"catena-[(mu!2$-2-(2-Carboxylatovinyl)benzoato)-(mu!2$-piperazine-1,4-diylbis(pyridin-4-ylmethanone))-diaqua-nickel trihydrate]",2-(2-Carboxylatevinyl)benzoate,"piperazine-1,4-diylbis(pyridin-4-ylmethanone)",,,,,,,barium,['trihydrate]']
AJEWUH,"catena-((mu!4$-terephthalato)-(mu!2$-terephthalato)-bis(mu!2$-4,4'-bipyridine)-di-nickel(ii))",terephthalate,terephthalate,"4,4'-bipyridine",,,,,,uranium,[]
AJICII,"catena-[tris(mu-3,3'-(ethene-1,2-diyl)dipyridine)-tetrakis(mu-thiophene-2,5-dicarboxylato)-tetra-zinc]","3,3'-(ethene-1,2-diyl)dipyridine","thiophene-2,5-dicarboxylate",,,,,,,lead,[]
AJICUS,"catena-[(mu!4$-Naphthalene-1,4-dicarboxylato-O,O,O',O'',O''')-(mu!4$-naphthalene-1,4-dicarboxylato-O,O',O'',O''')-aqua-(1,10-phenanthroline-5,6-dione-N,N')-di-manganese(ii)]","Naphthalene-1,4-dicarboxylate-O,O,O',O'',O'''","naphthalene-1,4-dicarboxylate-O,O',O'',O''')-aqua-(1,10-phenanthroline-5,6-dione-N,N",,,,,,,copper,[]
AJIDOP,"catena-[bis(mu-1,3,5-tris(4-carboxylatophenyl)benzene)-(mu-4,4'-(ethene-1,2-diyl)dipyridine)-diaqua-tri-cadmium(ii) 4,4'-(ethene-1,2-diyl)dipyridine unknown solvate]","1,3,5-tris(4-carboxylatephenyl)benzene","4,4'-(ethene-1,2-diyl)dipyridine",,,,,,,tin,"[""4,4'-(ethene-1,2-diyl)dipyridine"", 'unknown', 'solvate]']"
AJIFIJ,"catena-[bis(mu!8$-Butane-1,2,3,4-tetracarboxylato)-hexa-aqua-di-cadmium(ii)]","Butane-1,2,3,4-tetracarboxylate",,,,,,,,lead,[]
AJIGIL,catena-[(mu-azido-(10-bromo)cobalamin)-pentaaqua-di-sodium bis(azide) acetone solvate pentahydrate],azido-(10-bromo)cobalamin,,,,,,,,lanthanum,"['bis(azide)', 'acetone', 'solvate', 'pentahydrate]']"
AJIJEI,catena-((mu!4$-5-Aminoisophthalato)-aqua-cadmium(ii) hydrate),5-Aminoisophthalate,,,,,,,,zinc,['hydrate)']
AJIJEI01,catena-((mu!4$-5-Aminoisophthalato)-aqua-cadmium(ii) hydrate),5-Aminoisophthalate,,,,,,,,copper,['hydrate)']
AJIJEI02,catena-[(mu-5-aminoisophthalato)-aqua-cadmium monohydrate],5-aminoisophthalate,,,,,,,,copper,['monohydrate]']
AJIMEN,"catena-[bis(mu-3,5-diamino-triazolato)-(mu-but-2-enedioato)-di-zinc]","3,5-diamino-triazolate",but-2-enedioate,,,,,,,cadmium,[]
AJINUE,"catena-[tetrakis(mu-2-chlorobenzoato)-bis(mu-2,3,5-trimethylpyrazine)-tetra-silver]",2-chlorobenzoate,"2,3,5-trimethylpyrazine",,,,,,,cobalt,[]
AJIQIU,"catena-((mu!4$-4,4'-Diazenediyldibenzoato-O,O',O'',O''')-aqua-cadmium(ii))","4,4'-Diazenediyldibenzoate-O,O',O'',O'''",,,,,,,,copper,[]
AJOCOU,catena-(tris(1-ethyl-3-methylimidazolium) octakis(mu-dicyanamide)-octa-aqua-tri-lanthanum tetrachloride),dicyanamide,,,,,,,,erbium,['tetrachloride)']
AJOVEB,"catena-[(mu!8$-4,4'-(1,1,1,3,3,3-Hexafluoropropane-2,2-diyl)dibenzene-1,2-dicarboxylato)-aqua-di-cadmium(ii) hemihydrate]","4,4'-(1,1,1,3,3,3-Hexafluoropropane-2,2-diyl)dibenzene-1,2-dicarboxylate",,,,,,,,cobalt,['hemihydrate]']
AJOXAA,"catena-[tris(mu-thiophene-2,5-dicarboxylato)-bis(N,N-diethylformamide)-aqua-di-neodymium]","thiophene-2,5-dicarboxylate)-bis(N,N-diethylformamid",,,,,,,,nickel,[]
AJUNOK,"catena-[(mu-terephthalato)-(mu-4,7-bis(pyridin-4-yl)-2,1,3-benzothiadiazole)-cadmium dihydrate]",terephthalate,"4,7-bis(pyridin-4-yl)-2,1,3-benzothiadiazol",,,,,,,nickel,['dihydrate]']
AJUQIH,"catena-(tetrakis(mu!3$-4,5-Dicarboxylatoimidaozlato)-tris(imidazolato)-(imidazole-N$3!)-dysprosium-tetra-zinc octahydrate)","4,5-Dicarboxylateimidaozlate)-tris(imidazolate)-(imidazole",,,,,,,,zinc,['octahydrate)']
AKAPUX,catena-((mu!2$-chloro)-(mu!2$-2-ethylpyrazine)-copper(i)),chloro,2-ethylpyrazine,,,,,,,manganese,[]
AKAZAP,"catena-[(mu!2$-4-(((pyridin-4-ylmethylene)hydrazono)methyl)pyridine)-(mu!2$-thiophene-2,5-dicarboxylato)-zinc(ii) monohydrate]",4-(((pyridin-4-ylmethylene)hydrazono)methyl)pyridine,"thiophene-2,5-dicarboxylate",,,,,,,cadmium,['monohydrate]']
AKEBUP,"catena-[(mu-4-((1'-(4-cyanobenzyl)-4,4'-bipiperidin-1-yl)methyl)benzonitrile)-bis(mu-nitrato)-di-silver]","4-((1'-(4-cyanobenzyl)-4,4'-bipiperidin-1-yl)methyl)benzonitril",nitrate,,,,,,,cadmium,[]
AKECUO,catena-(tris(mu!3$-nicotinato)-bis(mu!3$-acetato)-bis(mu!3$-oxo)-(mu!2$-nicotinato)-bis(mu!2$-oxo)-tetraoxo-tri-uranium-di-zinc),nicoate,acetate,oxo,nicoate,oxo,,,,sodium,[]
AKEDIF,"catena-[(mu-4-(2-(4-(2-(pyridin-4-yl)vinyl)phenyl)vinyl)pyridine)-(mu-terephthalato)-zinc(ii) N,N-diethylformamide solvate]",4-(2-(4-(2-(pyridin-4-yl)vinyl)phenyl)vinyl)pyridine,terephthalate,,,,,,,cadmium,"['N,N-diethylformamide', 'solvate]']"
AKEGON,"catena-((mu!4$-2,5-dimethoxybenzene-1,4-dicarboxylato)-manganese(ii))","2,5-dimethoxybenzene-1,4-dicarboxylate",,,,,,,,cadmium,[]
AKESOY,"catena-[(mu!5$-Benzene-1,3,5-tricarboxylato)-(mu!3$-hydroxo)-(2,2'-bipyridine)-di-nickel(ii)]","Benzene-1,3,5-tricarboxylate","hydroxo)-(2,2'-bipyridin",,,,,,,cadmium,[]
AKOXIJ,catena-[tetrakis(mu-aqua)-octadecakis(mu-isonicotinato)-diaqua-nona-nickel methanol tetrahydrofuran solvate tetrahydrate],aqua,isonicoate,,,,,,,zinc,"['methanol', 'tetrahydrofuran', 'solvate', 'tetrahydrate]']"
AKUHOD,"catena-((mu!4$-1,3-Propanedioato)-bis(mu!2$-1,3-propanedioato)-hexaaqua-di-gadolinium(iii))","1,3-Propanedioate","1,3-propanedioate",,,,,,,silver,[]
AKUHOD03,"catena-((mu!4$-1,3-Propanedioato)-bis(mu!2$-1,3-propanedioato)-hexa-aqua-di-gadolinium(iii))","1,3-Propanedioate","1,3-propanedioate",,,,,,,cadmium,[]
AKUKUO,"catena-[bis(mu!4$-Hydrogen (1-hydroxy-2-(1H-imidazol-1-yl)ethane-1,1-diyl)diphosphonato)-bis(mu!2$-1,2-bis(4-pyridyl)ethene)-tri-nickel unknown solvate tetrahydrate]","Hydrogen(1-hydroxy-2-(1H-imidazol-1-yl)ethane-1,1-diyl)diphosphonate","1,2-bis(4-pyridyl)ethene",,,,,,,lanthanum,"['unknown', 'solvate', 'tetrahydrate]']"
ALAHUS,"catena-(bis(mu!5$-4,4'-(Pyridine-3,5-diyl)di-isophthalato)-bis(mu!2$-formato)-penta-aqua-tri-terbium dimethylformamide solvate tetrahydrate)","4,4'-(Pyridine-3,5-diyl)di-isophthalate",formate,,,,,,,cadmium,"['dimethylformamide', 'solvate', 'tetrahydrate)']"
ALALUU,catena-((mu!4$-Malonato)-bis(mu!2$-malonato)-hexaaqua-praseodymium),Malonate,malonate,,,,,,,neodymium,[]
ALALUU01,catena-((mu!4$-malonato)-bis(mu!2$-malonato)-hexa-aqua-di-praseodymium),malonate,malonate,,,,,,,cadmium,[]
ALAMUW,"catena-((mu!8$-N,N'-bis(3,5-Dicarboxylatophenyl)pyromellitic di-imide)-bis(dimethylformamide)-di-copper dimethylformamide solvate hydrate)","N,N'-bis(3,5-Dicarboxylatephenyl)pyromelliticdi-imide)-bis(dimethylformamid",,,,,,,,zinc,"['dimethylformamide', 'solvate', 'hydrate)']"
ALASEN,"catena-[(mu-benzene-1,2,4-tricarboxylato)-(mu-hydroxo)-(mu-2-(piperazin-1-ylcarbonyl)terephthalato)-di-indium trihydrate]","benzene-1,2,4-tricarboxylate",hydroxo,2-(piperazin-1-ylcarbonyl)terephthalate,,,,,,dysprosium,['trihydrate]']
ALATAK,"catena-[bis(mu-2,5-dioxido-1,4-benzoquinone)-tetra-aqua-di-calcium dihydrate]","2,5-dioxido-1,4-benzoquinone",,,,,,,,copper,['dihydrate]']
ALIBAA,"catena-[decakis(mu-4,4'-bipyridine)-bis(mu-chloro)-bis(mu-orthosilicato)-octapentacontakis(mu-oxo)-dichloro-tetradecaoxo-deca-copper-tetracosa-molybdenum tetrahydrate]","4,4'-bipyridine",chloro,orthosilicate,oxo,,,,,zinc,['tetrahydrate]']
ALICEE,"catena-[bis(mu!3$-1,2,4-Triazolido-N,N',N'')-tri-copper(i) chloride dihydrate]","1,2,4-Triazolido-N,N',N''",,,,,,,,silver,"['chloride', 'dihydrate]']"
ALIFUY,"catena-[(mu-4,4'-bipyridine)-(mu-3-carboxylato-1-(4-carboxylatobenzyl)pyridinium)-aqua-cadmium(ii) perchlorate dihydrate]","4,4'-bipyridine",3-carboxylate-1-(4-carboxylatebenzyl)pyridinium,,,,,,,zinc,"['perchlorate', 'dihydrate]']"
ALIGOS,"catena-[(mu!2$-Benzimidazolato-N,N')-(mu!2$-4,4'-bipyridine-N,N')-lithium(i)]","Benzimidazolate-N,N'","4,4'-bipyridine-N,N'",,,,,,,tin,[]
ALIPEQ,catena-(di-sodium tetrakis(mu!2$-oxalato)-cadmium-zirconium hydrate),oxalate,,,,,,,,uranium,['hydrate)']
ALIQUH,"catena-(piperazine-1,4-dium (mu!4$-oxalato)-bis(mu!2$-oxalato)-di-manganese(ii))",oxalate,oxalate,,,,,,,zinc,[]
ALIRAO01,catena-(tris(mu!4$-ethanedioato)-hexakis(mu!3$-hydroxo)-hexa-manganese),ethanedioate,hydroxo,,,,,,,manganese,[]
ALIRES,"catena-[(mu!3$-N,N',N''-tris(3-Pyridylmethyl)-1,3,5-benzenetricarboxamido)-(mu!2$-azido)-silver(i)]","N,N',N''-tris(3-Pyridylmethyl)-1,3,5-benzenetricarboxamid",azido,,,,,,,nickel,[]
ALIXID,"catena-[bis(Oxonium) bis(mu!7$-5,5'-methanediyldibenzene-1,3-dicarboxylato)-tri-cobalt(ii) dimethylformamide solvate]","5,5'-methanediyldibenzene-1,3-dicarboxylate",,,,,,,,nickel,"['dimethylformamide', 'solvate]']"
ALIZAY,"catena-[(mu-1,4-bis(4-(1H-imidazol-1-yl)benzyl)piperazine)-(mu-terephthalato)-zinc(ii)]","1,4-bis(4-(1H-imidazol-1-yl)benzyl)piperazine",terephthalate,,,,,,,tin,[]
ALOLES,catena-(Triammonium tri-potassium bis(mu!5$-citrato)-bis(mu!3$-citrato)-bis(mu!2$-citrato)-tetra-aqua-hexa-bismuth tetradecahydrate),,,,,,,,,gadolinium,"['bis(mu!-citrato)-bis(mu!-citrato)-bis(mu!-citrato)-tetra-aqua-hexa-bismuth', 'tetradecahydrate)']"
ALOLET,"catena-[tris(Dimethylammonium) tris(mu!2$-5-aminoisophthalato-O,O':O'',O''')-tris(mu!2$-4,4'-biphenyldicarboxylato-O,O':O'',O''')-tri-indium(iii) unknown solvate]","5-aminoisophthalate-O,O':O'',O'''","4,4'-biphenyldicarboxylate-O,O':O'',O'''",,,,,,,gadolinium,"['unknown', 'solvate]']"
ALOVEC,catena-((mu!4$-Terephthalato)-bis(mu!2$-fluoro)-bis(mu!2$-hydroxo)-di vanadium(iii) monohydrate),Terephthalate,fluoro,hydroxo,,,,,,nickel,"['vanadium(iii)', 'monohydrate)']"
ALOVON,catena-[(mu!5$-5-(Pyridin-3-yl)tetrazolato)-bis(mu!4$-oxo)-(mu!4$-5-(pyridin-3-yl)tetrazolato)-tris(mu!3$-oxo)-tris(mu!2$-oxo)-dioxo-tri-molybdenum(vi)-tetra-silver(i)],5-(Pyridin-3-yl)tetrazolate,oxo,5-(pyridin-3-yl)tetrazolate,oxo,oxo)-dioxo-tri-(v,,,,terbium,[]
ALOWUU,catena-[Hexa-aqua-sodium(i) hexakis(mu!6$-citrato)-dodecakis(mu!2$-aqua)-dodeca-aqua-hexa-palladium(ii)-undeca-sodium(i) monohydrate],citrate,aqua)-dodeca-aqua-hexa-(i,,,,,,,praseodymium,['monohydrate]']
ALURAB,"catena-(bis(mu!4$-N,N',N''-(benzene-1,3,5-triyl-tricarbonyl)-tris(L-alaninato))-tetrakis(mu!2$-4,4'-bipyridine)-tri-cobalt octacosahydrate)","N,N',N''-(benzene-1,3,5-triyl-tricarbonyl)-tris(L-alaninate","4,4'-bipyridine",,,,,,,praseodymium,['octacosahydrate)']
ALUSUW,"catena-(bis(mu!7$-benzene-1,2,4-tricarboxylato)-cobalt-di-manganese)","benzene-1,2,4-tricarboxylate",,,,,,,,copper,[]
AMAFIE,catena-((mu!3$-pyrimidine-5-carboxylato)-(mu!2$-pyrimidine-5-carboxylato)-cadmium),pyrimidine-5-carboxylate,pyrimidine-5-carboxylate,,,,,,,indium,[]
AMAJUU,"catena-((mu!5$-pyridine-2,5-dicarboxylato)-aqua-lead)","pyridine-2,5-dicarboxylate",,,,,,,,calcium,[]
AMALND,catena(Hexa-aqua-tris(malonato)-di-neodymium(iii)) dihydrate,,,,,,,,,copper,['dihydrate']
AMEJIM,catena-[hexakis(mu!2$-bis(2-Hydroxyethyl)(2-oxyethyl)amine)-hexakis(mu!2$-cyano)-hexa-copper-iron dinitrate hexahydrate],bis(2-Hydroxyethyl)(2-oxyethyl)amine,cyano,,,,,,,molybdenum,"['dinitrate', 'hexahydrate]']"
AMEPOY,"catena-((mu!3$-3,5-Di-n-butyl-1,2,4-triazolato)-copper(i))","3,5-Di-n-butyl-1,2,4-triazolate",,,,,,,,copper,[]
AMILOY,"catena-(bis(mu!4$-naphthalene-2,6-dicarboxylato)-bis(mu!3$-naphthalene-2,6-dicarboxylato)-bis(mu!2$-1,3,5,7-tetraazatricyclo[3.3.1.1$3,7!]decane)-(N,N-dimethylformamide)-tetra-zinc N,N-dimethylformamide solvate monohydrate)","naphthalene-2,6-dicarboxylate","naphthalene-2,6-dicarboxylate","1,3,5,7-tetraazatricyclo[3.3.1.3,7]decane)-(N,N-dimethylformamid",,,,,,cadmium,"['N,N-dimethylformamide', 'solvate', 'monohydrate)']"
